fecha,no_recibo
2010-01-23,1246
2010-01-23,1247
2010-01-23,1248
2010-01-23,1249
2010-01-23,1250
2010-01-24,1251
2010-01-24,1252
2010-01-24,1253
2010-01-24,1254
2010-01-24,1255
2010-01-24,1256
2010-01-24,1257
2010-01-24,1258
2010-01-24,1259
2010-01-24,1260
2010-01-25,1261
2010-01-25,1262
2010-01-25,1263
2010-01-25,1264
2010-01-25,1265
2010-01-25,1266
2010-01-25,1267
2010-01-25,1268
2010-01-26,1269
2010-01-26,1270
2010-01-26,1271
2010-01-26,1272
2010-01-26,1273
2010-01-26,1274
2010-01-27,1275
2010-01-27,1276
2010-01-27,1277
2010-01-27,1278
2010-01-27,1279
2010-01-27,1280
2010-01-27,1281
2010-01-27,1282
2010-01-27,1283
2010-01-27,1284
2010-01-27,1285
2010-01-28,1286
2010-01-28,1287
2010-01-28,1288
2010-01-28,1289
2010-01-28,1290
2010-01-28,1291
2010-01-28,1292
2010-01-28,1293
2010-01-28,1294
2010-01-28,1295
2010-01-28,1296
2010-01-28,1297
2010-01-28,1298
2010-01-29,1299
2010-01-29,1300
2010-01-29,1301
2010-01-29,1302
2010-01-30,1303
2010-01-30,1304
2010-01-30,1305
2010-01-30,1306
2010-01-30,1307
2010-01-30,1308
2010-01-30,1309
2010-01-30,1310
2010-01-30,1311
2010-01-30,1312
2010-01-30,1313
2010-01-30,1314
2010-01-30,1315
2010-01-30,1316
2010-01-30,1317
2010-01-30,1318
2010-01-31,1319
2010-01-31,1320
2010-01-31,1321
2010-01-31,1322
2010-01-31,1323
2010-01-31,1324
2010-01-31,1325
2010-01-31,1326
2010-01-31,1327
2010-01-31,1328
2010-02-01,1329
2010-02-01,1330
2010-02-01,1331
2010-02-01,1332
2010-02-01,1333
2010-02-01,1334
2010-02-01,1335
2010-02-01,1336
2010-02-01,1337
2010-02-01,1338
2010-02-01,1339
2010-02-01,1340
2010-02-01,1341
2010-02-01,1342
2010-02-01,1343
2010-02-02,1344
2010-02-02,1345
2010-02-02,1346
2010-02-02,1347
2010-02-02,1348
2010-02-02,1349
2010-02-02,1350
2010-02-02,1351
2010-02-02,1352
2010-02-02,1353
2010-02-02,1354
2010-02-02,1355
2010-02-03,1356
2010-02-03,1357
2010-02-03,1358
2010-02-03,1359
2010-02-03,1360
2010-02-03,1361
2010-02-03,1362
2010-02-03,1363
2010-02-03,1364
2010-02-03,1365
2010-02-03,1366
2010-02-03,1367
2010-02-04,1368
2010-02-04,1369
2010-02-04,1370
2010-02-04,1371
2010-02-04,1372
2010-02-04,1373
2010-02-04,1374
2010-02-04,1375
2010-02-04,1376
2010-02-04,1377
2010-02-04,1378
2010-02-05,1379
2010-02-05,1380
2010-02-05,1381
2010-02-05,1382
2010-02-05,1383
2010-02-05,1384
2010-02-05,1385
2010-02-05,1386
2010-02-05,1387
2010-02-05,1388
2010-02-05,1389
2010-02-05,1390
2010-02-05,1391
2010-02-06,1392
2010-02-06,1393
2010-02-06,1394
2010-02-06,1395
2010-02-06,1396
2010-02-06,1397
2010-02-06,1398
2010-02-06,1399
2010-02-06,1400
2010-02-07,1401
2010-02-07,1402
2010-02-07,1403
2010-02-07,1404
2010-02-07,1405
2010-02-07,1406
2010-02-07,1407
2010-02-07,1408
2010-02-07,1409
2010-02-07,1410
2010-02-07,1411
2010-02-07,1412
2010-02-07,1413
2010-02-08,1414
2010-02-08,1415
2010-02-08,1416
2010-02-08,1417
2010-02-08,1418
2010-02-08,1419
2010-02-08,1420
2010-02-08,1421
2010-02-08,1422
2010-02-09,1423
2010-02-09,1424
2010-02-09,1425
2010-02-09,1426
2010-02-09,1427
2010-02-09,1428
2010-02-09,1429
2010-02-09,1430
2010-02-09,1431
2010-02-09,1432
2010-02-09,1433
2010-02-09,1434
2010-02-09,1435
2010-02-09,1436
2010-02-09,1437
2010-02-09,1438
2010-02-09,1439
2010-02-09,1440
2010-02-09,1441
2010-02-09,1442
2010-02-09,1443
2010-02-10,1444
2010-02-10,1445
2010-02-10,1446
2010-02-10,1447
2010-02-10,1448
2010-02-10,1449
2010-02-10,1450
2010-02-10,1451
2010-02-10,1452
2010-02-10,1453
2010-02-10,1454
2010-02-10,1455
2010-02-10,1456
2010-02-10,1457
2010-02-10,1458
2010-02-10,1459
2010-02-10,1460
2010-02-10,1461
2010-02-11,1462
2010-02-11,1463
2010-02-11,1464
2010-02-11,1465
2010-02-11,1466
2010-02-11,1467
2010-02-11,1468
2010-02-11,1469
2010-02-11,1470
2010-02-11,1471
2010-02-11,1472
2010-02-12,1473
2010-02-12,1474
2010-02-12,1475
2010-02-12,1476
2010-02-12,1477
2010-02-12,1478
2010-02-12,1479
2010-02-12,1480
2010-02-12,1481
2010-02-12,1482
2010-02-12,1483
2010-02-12,1484
2010-02-13,1485
2010-02-13,1486
2010-02-13,1487
2010-02-13,1488
2010-02-13,1489
2010-02-13,1490
2010-02-13,1491
2010-02-13,1492
2010-02-13,1493
2010-02-14,1494
2010-02-14,1495
2010-02-14,1496
2010-02-14,1497
2010-02-14,1498
2010-02-14,1499
2010-02-14,1500
2010-02-14,1501
2010-02-14,1502
2010-02-14,1503
2010-02-14,1504
2010-02-14,1505
2010-02-15,1506
2010-02-15,1507
2010-02-15,1508
2010-02-15,1509
2010-02-15,1510
2010-02-15,1511
2010-02-15,1512
2010-02-15,1513
2010-02-16,1514
2010-02-16,1515
2010-02-16,1516
2010-02-16,1517
2010-02-16,1518
2010-02-17,1519
2010-02-17,1520
2010-02-17,1521
2010-02-17,1522
2010-02-17,1523
2010-02-17,1524
2010-02-17,1525
2010-02-17,1526
2010-02-18,1527
2010-02-18,1528
2010-02-18,1529
2010-02-18,1530
2010-02-18,1531
2010-02-18,1532
2010-02-18,1533
2010-02-19,1534
2010-02-19,1535
2010-02-19,1536
2010-02-19,1537
2010-02-19,1538
2010-02-19,1539
2010-02-19,1540
2010-02-19,1541
2010-02-19,1542
2010-02-19,1543
2010-02-19,1544
2010-02-20,1545
2010-02-20,1546
2010-02-20,1547
2010-02-20,1548
2010-02-20,1549
2010-02-20,1550
2010-02-20,1551
2010-02-20,1552
2010-02-20,1553
2010-02-20,1554
2010-02-21,1555
2010-02-21,1556
2010-02-21,1557
2010-02-21,1558
2010-02-21,1559
2010-02-21,1560
2010-02-22,1561
2010-02-22,1562
2010-02-22,1563
2010-02-22,1564
2010-02-22,1565
2010-02-22,1566
2010-02-22,1567
2010-02-22,1568
2010-02-22,1569
2010-02-22,1570
2010-02-22,1571
2010-02-22,1572
2010-02-22,1573
2010-02-22,1574
2010-02-22,1575
2010-02-23,1576
2010-02-23,1577
2010-02-23,1578
2010-02-23,1579
2010-02-23,1580
2010-02-23,1581
2010-02-23,1582
2010-02-23,1583
2010-02-23,1584
2010-02-23,1585
2010-02-23,1586
2010-02-24,1587
2010-02-24,1588
2010-02-24,1589
2010-02-24,1590
2010-02-24,1591
2010-02-24,1592
2010-02-24,1593
2010-02-24,1594
2010-02-24,1595
2010-02-24,1596
2010-02-24,1597
2010-02-25,1598
2010-02-25,1599
2010-02-25,1600
2010-02-25,1601
2010-02-25,1602
2010-02-25,1603
2010-02-25,1604
2010-02-25,1605
2010-02-25,1606
2010-02-25,1607
2010-02-25,1608
2010-02-25,1609
2010-02-25,1610
2010-02-26,1611
2010-02-26,1612
2010-02-26,1613
2010-02-26,1614
2010-02-26,1615
2010-02-26,1616
2010-02-26,1617
2010-02-26,1618
2010-02-26,1619
2010-02-27,1620
2010-02-27,1621
2010-02-27,1622
2010-02-27,1623
2010-02-27,1624
2010-02-27,1625
2010-02-27,1626
2010-02-27,1627
2010-02-27,1628
2010-02-28,1629
2010-02-28,1630
2010-02-28,1631
2010-02-28,1632
2010-02-28,1633
2010-02-28,1634
2010-02-28,1635
2010-02-28,1636
2010-02-28,1637
2010-02-28,1638
2010-03-01,1639
2010-03-01,1640
2010-03-01,1641
2010-03-01,1642
2010-03-01,1643
2010-03-01,1644
2010-03-01,1645
2010-03-01,1646
2010-03-01,1647
2010-03-01,1648
2010-03-01,1649
2010-03-02,1650
2010-03-02,1651
2010-03-02,1652
2010-03-02,1653
2010-03-02,1654
2010-03-02,1655
2010-03-02,1656
2010-03-02,1657
2010-03-02,1658
2010-03-02,1659
2010-03-02,1660
2010-03-02,1661
2010-03-03,1662
2010-03-03,1663
2010-03-03,1664
2010-03-03,1665
2010-03-03,1666
2010-03-03,1667
2010-03-03,1668
2010-03-03,1669
2010-03-03,1670
2010-03-03,1671
2010-03-03,1672
2010-03-03,1673
2010-03-03,1674
2010-03-04,1675
2010-03-04,1676
2010-03-04,1677
2010-03-04,1678
2010-03-04,1679
2010-03-04,1680
2010-03-04,1681
2010-03-04,1682
2010-03-04,1683
2010-03-04,1684
2010-03-05,1685
2010-03-05,1686
2010-03-05,1687
2010-03-05,1688
2010-03-05,1689
2010-03-05,1690
2010-03-05,1691
2010-03-05,1692
2010-03-05,1693
2010-03-05,1694
2010-03-05,1695
2010-03-06,1696
2010-03-06,1697
2010-03-06,1698
2010-03-06,1699
2010-03-06,1700
2010-03-06,1701
2010-03-06,1702
2010-03-06,1703
2010-03-07,1704
2010-03-07,1705
2010-03-07,1706
2010-03-07,1707
2010-03-07,1708
2010-03-07,1709
2010-03-07,1710
2010-03-07,1711
2010-03-07,1712
2010-03-08,1713
2010-03-08,1714
2010-03-08,1715
2010-03-08,1716
2010-03-08,1717
2010-03-08,1718
2010-03-08,1719
2010-03-08,1720
2010-03-08,1721
2010-03-09,1722
2010-03-09,1723
2010-03-09,1724
2010-03-09,1725
2010-03-09,1726
2010-03-09,1727
2010-03-09,1728
2010-03-09,1729
2010-03-09,1730
2010-03-09,1731
2010-03-09,1732
2010-03-09,1733
2010-03-09,1734
2010-03-09,1735
2010-03-09,1736
2010-03-10,1737
2010-03-10,1738
2010-03-10,1739
2010-03-10,1740
2010-03-10,1741
2010-03-10,1742
2010-03-10,1743
2010-03-10,1744
2010-03-10,1745
2010-03-10,1746
2010-03-11,1747
2010-03-11,1748
2010-03-11,1749
2010-03-11,1750
2010-03-11,1751
2010-03-11,1752
2010-03-11,1753
2010-03-11,1754
2010-03-11,1755
2010-03-11,1756
2010-03-12,1757
2010-03-12,1758
2010-03-12,1759
2010-03-12,1760
2010-03-12,1761
2010-03-12,1762
2010-03-12,1763
2010-03-13,1764
2010-03-13,1765
2010-03-13,1766
2010-03-13,1767
2010-03-13,1768
2010-03-13,1769
2010-03-13,1770
2010-03-13,1771
2010-03-13,1772
2010-03-13,1773
2010-03-13,1774
2010-03-13,1775
2010-03-14,1776
2010-03-14,1777
2010-03-14,1778
2010-03-14,1779
2010-03-14,1780
2010-03-14,1781
2010-03-14,1782
2010-03-14,1783
2010-03-15,1784
2010-03-15,1785
2010-03-15,1786
2010-03-15,1787
2010-03-15,1788
2010-03-15,1789
2010-03-15,1790
2010-03-15,1791
2010-03-16,1792
2010-03-16,1793
2010-03-16,1794
2010-03-16,1795
2010-03-16,1796
2010-03-16,1797
2010-03-16,1798
2010-03-16,1799
2010-03-16,1800
2010-03-16,1801
2010-03-16,1802
2010-03-17,1803
2010-03-17,1804
2010-03-17,1805
2010-03-17,1806
2010-03-17,1807
2010-03-17,1808
2010-03-17,1809
2010-03-17,1810
2010-03-18,1811
2010-03-18,1812
2010-03-18,1813
2010-03-18,1814
2010-03-18,1815
2010-03-18,1816
2010-03-18,1817
2010-03-18,1818
2010-03-18,1819
2010-03-18,1820
2010-03-18,1821
2010-03-18,1822
2010-03-18,1823
2010-03-18,1824
2010-03-18,1825
2010-03-19,1826
2010-03-19,1827
2010-03-19,1828
2010-03-19,1829
2010-03-19,1830
2010-03-19,1831
2010-03-19,1832
2010-03-19,1833
2010-03-19,1834
2010-03-19,1835
2010-03-20,1836
2010-03-20,1837
2010-03-20,1838
2010-03-20,1839
2010-03-20,1840
2010-03-20,1841
2010-03-20,1842
2010-03-20,1843
2010-03-20,1844
2010-03-21,1845
2010-03-21,1846
2010-03-21,1847
2010-03-21,1848
2010-03-21,1849
2010-03-21,1850
2010-03-21,1851
2010-03-21,1852
2010-03-21,1853
2010-03-21,1854
2010-03-21,1855
2010-03-21,1856
2010-03-22,1857
2010-03-22,1858
2010-03-22,1859
2010-03-22,1860
2010-03-22,1861
2010-03-22,1862
2010-03-22,1863
2010-03-22,1864
2010-03-22,1865
2010-03-22,1866
2010-03-22,1867
2010-03-22,1868
2010-03-23,1869
2010-03-23,1870
2010-03-23,1871
2010-03-23,1872
2010-03-23,1873
2010-03-23,1874
2010-03-23,1875
2010-03-23,1876
2010-03-24,1877
2010-03-24,1878
2010-03-24,1879
2010-03-24,1880
2010-03-24,1881
2010-03-24,1882
2010-03-24,1883
2010-03-24,1884
2010-03-24,1885
2010-03-24,1886
2010-03-24,1887
2010-03-25,1888
2010-03-25,1889
2010-03-25,1890
2010-03-25,1891
2010-03-25,1892
2010-03-25,1893
2010-03-25,1894
2010-03-25,1895
2010-03-25,1896
2010-03-25,1897
2010-03-25,1898
2010-03-25,1899
2010-03-25,1900
2010-03-26,1901
2010-03-26,1902
2010-03-26,1903
2010-03-26,1904
2010-03-26,1905
2010-03-26,1906
2010-03-26,1907
2010-03-26,1908
2010-03-26,1909
2010-03-26,1910
2010-03-27,1911
2010-03-27,1912
2010-03-27,1913
2010-03-27,1914
2010-03-27,1915
2010-03-27,1916
2010-03-27,1917
2010-03-27,1918
2010-03-27,1919
2010-03-27,1920
2010-03-27,1921
2010-03-27,1922
2010-03-27,1923
2010-03-28,1924
2010-03-28,1925
2010-03-28,1926
2010-03-28,1927
2010-03-28,1928
2010-03-28,1929
2010-03-28,1930
2010-03-28,1931
2010-03-28,1932
2010-03-28,1933
2010-03-28,1934
2010-03-28,1935
2010-03-28,1936
2010-03-28,1937
2010-03-28,1938
2010-03-29,1939
2010-03-29,1940
2010-03-29,1941
2010-03-29,1942
2010-03-29,1943
2010-03-29,1944
2010-03-29,1945
2010-03-29,1946
2010-03-29,1947
2010-03-29,1948
2010-03-29,1949
2010-03-30,1950
2010-03-30,1951
2010-03-30,1952
2010-03-30,1953
2010-03-30,1954
2010-03-30,1955
2010-03-30,1956
2010-03-31,1957
2010-03-31,1958
2010-03-31,1959
2010-03-31,1960
2010-03-31,1961
2010-03-31,1962
2010-03-31,1963
2010-03-31,1964
2010-03-31,1965
2010-03-31,1966
2010-04-01,1967
2010-04-01,1968
2010-04-01,1969
2010-04-01,1970
2010-04-01,1971
2010-04-02,1972
2010-04-02,1973
2010-04-02,1974
2010-04-02,1975
2010-04-02,1976
2010-04-02,1977
2010-04-02,1978
2010-04-02,1979
2010-04-02,1980
2010-04-02,1981
2010-04-02,1982
2010-04-02,1983
2010-04-02,1984
2010-04-03,1985
2010-04-03,1986
2010-04-03,1987
2010-04-03,1988
2010-04-03,1989
2010-04-03,1990
2010-04-03,1991
2010-04-03,1992
2010-04-03,1993
2010-04-04,1994
2010-04-04,1995
2010-04-04,1996
2010-04-04,1997
2010-04-04,1998
2010-04-04,1999
2010-04-04,2000
2010-04-04,2001
2010-04-04,2002
2010-04-04,2003
2010-04-04,2004
2010-04-04,2005
2010-04-05,2006
2010-04-05,2007
2010-04-05,2008
2010-04-05,2009
2010-04-05,2010
2010-04-05,2011
2010-04-05,2012
2010-04-05,2013
2010-04-05,2014
2010-04-05,2015
2010-04-05,2016
2010-04-06,2017
2010-04-06,2018
2010-04-06,2019
2010-04-06,2020
2010-04-06,2021
2010-04-06,2022
2010-04-06,2023
2010-04-06,2024
2010-04-06,2025
2010-04-06,2026
2010-04-06,2027
2010-04-06,2028
2010-04-06,2029
2010-04-06,2030
2010-04-06,2031
2010-04-06,2032
2010-04-06,2033
2010-04-06,2034
2010-04-06,2035
2010-04-07,2036
2010-04-07,2037
2010-04-07,2038
2010-04-07,2039
2010-04-07,2040
2010-04-07,2041
2010-04-07,2042
2010-04-07,2043
2010-04-08,2044
2010-04-08,2045
2010-04-08,2046
2010-04-08,2047
2010-04-08,2048
2010-04-08,2049
2010-04-08,2050
2010-04-08,2051
2010-04-08,2052
2010-04-08,2053
2010-04-08,2054
2010-04-08,2055
2010-04-08,2056
2010-04-08,2057
2010-04-08,2058
2010-04-09,2059
2010-04-09,2060
2010-04-09,2061
2010-04-09,2062
2010-04-09,2063
2010-04-09,2064
2010-04-09,2065
2010-04-09,2066
2010-04-09,2067
2010-04-09,2068
2010-04-10,2069
2010-04-10,2070
2010-04-10,2071
2010-04-10,2072
2010-04-10,2073
2010-04-10,2074
2010-04-10,2075
2010-04-10,2076
2010-04-11,2077
2010-04-11,2078
2010-04-11,2079
2010-04-11,2080
2010-04-11,2081
2010-04-11,2082
2010-04-11,2083
2010-04-11,2084
2010-04-11,2085
2010-04-11,2086
2010-04-11,2087
2010-04-11,2088
2010-04-12,2089
2010-04-12,2090
2010-04-12,2091
2010-04-12,2092
2010-04-12,2093
2010-04-12,2094
2010-04-12,2095
2010-04-12,2096
2010-04-12,2097
2010-04-13,2098
2010-04-13,2099
2010-04-13,2100
2010-04-13,2101
2010-04-13,2102
2010-04-13,2103
2010-04-13,2104
2010-04-13,2105
2010-04-13,2106
2010-04-13,2107
2010-04-13,2108
2010-04-13,2109
2010-04-13,2110
2010-04-13,2111
2010-04-13,2112
2010-04-14,2113
2010-04-14,2114
2010-04-14,2115
2010-04-14,2116
2010-04-14,2117
2010-04-14,2118
2010-04-14,2119
2010-04-14,2120
2010-04-15,2121
2010-04-15,2122
2010-04-15,2123
2010-04-15,2124
2010-04-15,2125
2010-04-15,2126
2010-04-15,2127
2010-04-15,2128
2010-04-15,2129
2010-04-15,2130
2010-04-15,2131
2010-04-15,2132
2010-04-15,2133
2010-04-15,2134
2010-04-15,2135
2010-04-16,2136
2010-04-16,2137
2010-04-16,2138
2010-04-16,2139
2010-04-16,2140
2010-04-16,2141
2010-04-17,2142
2010-04-17,2143
2010-04-17,2144
2010-04-17,2145
2010-04-17,2146
2010-04-17,2147
2010-04-17,2148
2010-04-17,2149
2010-04-17,2150
2010-04-17,2151
2010-04-18,2152
2010-04-18,2153
2010-04-18,2154
2010-04-18,2155
2010-04-19,2156
2010-04-19,2157
2010-04-19,2158
2010-04-19,2159
2010-04-19,2160
2010-04-19,2161
2010-04-19,2162
2010-04-19,2163
2010-04-19,2164
2010-04-19,2165
2010-04-19,2166
2010-04-20,2167
2010-04-20,2168
2010-04-20,2169
2010-04-20,2170
2010-04-20,2171
2010-04-20,2172
2010-04-20,2173
2010-04-20,2174
2010-04-21,2175
2010-04-21,2176
2010-04-21,2177
2010-04-21,2178
2010-04-21,2179
2010-04-21,2180
2010-04-21,2181
2010-04-21,2182
2010-04-21,2183
2010-04-21,2184
2010-04-21,2185
2010-04-21,2186
2010-04-21,2187
2010-04-21,2188
2010-04-21,2189
2010-04-22,2190
2010-04-22,2191
2010-04-22,2192
2010-04-22,2193
2010-04-22,2194
2010-04-22,2195
2010-04-22,2196
2010-04-22,2197
2010-04-23,2198
2010-04-23,2199
2010-04-23,2200
2010-04-23,2201
2010-04-23,2202
2010-04-23,2203
2010-04-23,2204
2010-04-23,2205
2010-04-23,2206
2010-04-23,2207
2010-04-23,2208
2010-04-23,2209
2010-04-24,2210
2010-04-24,2211
2010-04-24,2212
2010-04-24,2213
2010-04-24,2214
2010-04-24,2215
2010-04-24,2216
2010-04-24,2217
2010-04-24,2218
2010-04-24,2219
2010-04-24,2220
2010-04-25,2221
2010-04-25,2222
2010-04-25,2223
2010-04-25,2224
2010-04-25,2225
2010-04-25,2226
2010-04-25,2227
2010-04-25,2228
2010-04-25,2229
2010-04-25,2230
2010-04-25,2231
2010-04-26,2232
2010-04-26,2233
2010-04-26,2234
2010-04-26,2235
2010-04-26,2236
2010-04-26,2237
2010-04-26,2238
2010-04-27,2239
2010-04-27,2240
2010-04-27,2241
2010-04-27,2242
2010-04-27,2243
2010-04-27,2244
2010-04-27,2245
2010-04-27,2246
2010-04-27,2247
2010-04-28,2248
2010-04-28,2249
2010-04-28,2250
2010-04-28,2251
2010-04-28,2252
2010-04-28,2253
2010-04-28,2254
2010-04-28,2255
2010-04-28,2256
2010-04-28,2257
2010-04-28,2258
2010-04-28,2259
2010-04-29,2260
2010-04-29,2261
2010-04-29,2262
2010-04-29,2263
2010-04-29,2264
2010-04-29,2265
2010-04-29,2266
2010-04-30,2267
2010-04-30,2268
2010-04-30,2269
2010-04-30,2270
2010-04-30,2271
2010-04-30,2272
2010-04-30,2273
2010-04-30,2274
2010-04-30,2275
2010-04-30,2276
2010-04-30,2277
2010-05-01,2278
2010-05-01,2279
2010-05-01,2280
2010-05-01,2281
2010-05-01,2282
2010-05-01,2283
2010-05-01,2284
2010-05-01,2285
2010-05-02,2286
2010-05-02,2287
2010-05-02,2288
2010-05-02,2289
2010-05-02,2290
2010-05-02,2291
2010-05-02,2292
2010-05-02,2293
2010-05-02,2294
2010-05-02,2295
2010-05-02,2296
2010-05-02,2297
2010-05-03,2298
2010-05-03,2299
2010-05-03,2300
2010-05-03,2301
2010-05-03,2302
2010-05-03,2303
2010-05-03,2304
2010-05-03,2305
2010-05-03,2306
2010-05-04,2307
2010-05-04,2308
2010-05-04,2309
2010-05-04,2310
2010-05-04,2311
2010-05-04,2312
2010-05-04,2313
2010-05-04,2314
2010-05-04,2315
2010-05-04,2316
2010-05-04,2317
2010-05-04,2318
2010-05-05,2319
2010-05-05,2320
2010-05-05,2321
2010-05-05,2322
2010-05-05,2323
2010-05-05,2324
2010-05-05,2325
2010-05-05,2326
2010-05-05,2327
2010-05-05,2328
2010-05-05,2329
2010-05-06,2330
2010-05-06,2331
2010-05-06,2332
2010-05-06,2333
2010-05-06,2334
2010-05-06,2335
2010-05-06,2336
2010-05-06,2337
2010-05-06,2338
2010-05-06,2339
2010-05-06,2340
2010-05-06,2341
2010-05-07,2342
2010-05-07,2343
2010-05-07,2344
2010-05-07,2345
2010-05-07,2346
2010-05-07,2347
2010-05-07,2348
2010-05-07,2349
2010-05-08,2350
2010-05-08,2351
2010-05-08,2352
2010-05-08,2353
2010-05-08,2354
2010-05-08,2355
2010-05-08,2356
2010-05-08,2357
2010-05-09,2358
2010-05-09,2359
2010-05-09,2360
2010-05-09,2361
2010-05-09,2362
2010-05-09,2363
2010-05-09,2364
2010-05-09,2365
2010-05-09,2366
2010-05-09,2367
2010-05-09,2368
2010-05-09,2369
2010-05-09,2370
2010-05-09,2371
2010-05-10,2372
2010-05-10,2373
2010-05-10,2374
2010-05-10,2375
2010-05-10,2376
2010-05-10,2377
2010-05-10,2378
2010-05-10,2379
2010-05-10,2380
2010-05-10,2381
2010-05-10,2382
2010-05-11,2383
2010-05-11,2384
2010-05-11,2385
2010-05-11,2386
2010-05-11,2387
2010-05-11,2388
2010-05-11,2389
2010-05-11,2390
2010-05-11,2391
2010-05-11,2392
2010-05-11,2393
2010-05-11,2394
2010-05-11,2395
2010-05-11,2396
2010-05-11,2397
