fecha,no_recibo
2010-01-22,0000000225
2010-01-22,0000000226
2010-01-23,0000000227
2010-01-23,0000000228
2010-01-23,0000000229
2010-01-23,0000000230
2010-01-23,0000000231
2010-01-23,0000000232
2010-01-23,0000000233
2010-01-23,0000000234
2010-01-23,0000000235
2010-01-24,0000000236
2010-01-24,0000000237
2010-01-24,0000000238
2010-01-24,0000000239
2010-01-24,0000000240
2010-01-24,0000000241
2010-01-24,0000000242
2010-01-24,0000000243
2010-01-24,0000000244
2010-01-25,0000000245
2010-01-25,0000000246
2010-01-25,0000000247
2010-01-25,0000000248
2010-01-25,0000000249
2010-01-25,0000000250
2010-01-25,0000000251
2010-01-25,0000000252
2010-01-25,0000000253
2010-01-25,0000000254
2010-01-25,0000000255
2010-01-25,0000000256
2010-01-26,0000000257
2010-01-26,0000000258
2010-01-26,0000000259
2010-01-26,0000000260
2010-01-26,0000000261
2010-01-26,0000000262
2010-01-27,0000000263
2010-01-27,0000000264
2010-01-27,0000000265
2010-01-27,0000000266
2010-01-27,0000000267
2010-01-27,0000000268
2010-01-27,0000000269
2010-01-27,0000000270
2010-01-27,0000000271
2010-01-27,0000000272
2010-01-27,0000000273
2010-01-27,0000000274
2010-01-28,0000000275
2010-01-28,0000000276
2010-01-28,0000000277
2010-01-28,0000000278
2010-01-28,0000000279
2010-01-28,0000000280
2010-01-28,0000000281
2010-01-28,0000000282
2010-01-28,0000000283
2010-01-28,0000000284
2010-01-28,0000000285
2010-01-28,0000000286
2010-01-29,0000000287
2010-01-29,0000000288
2010-01-29,0000000289
2010-01-29,0000000290
2010-01-29,0000000291
2010-01-29,0000000292
2010-01-29,0000000293
2010-01-29,0000000294
2010-01-29,0000000295
2010-01-29,0000000296
2010-01-29,0000000297
2010-01-29,0000000298
2010-01-29,0000000299
2010-01-30,0000000300
2010-01-30,0000000301
2010-01-30,0000000302
2010-01-30,0000000303
2010-01-30,0000000304
2010-01-30,0000000305
2010-01-30,0000000306
2010-01-30,0000000307
2010-01-30,0000000308
2010-01-31,0000000309
2010-01-31,0000000310
2010-01-31,0000000311
2010-01-31,0000000312
2010-01-31,0000000313
2010-01-31,0000000314
2010-01-31,0000000315
2010-02-01,0000000316
2010-02-01,0000000317
2010-02-01,0000000318
2010-02-01,0000000319
2010-02-01,0000000320
2010-02-01,0000000321
2010-02-01,0000000322
2010-02-02,0000000323
2010-02-02,0000000324
2010-02-02,0000000325
2010-02-02,0000000326
2010-02-02,0000000327
2010-02-02,0000000328
2010-02-02,0000000329
2010-02-02,0000000330
2010-02-03,0000000331
2010-02-03,0000000332
2010-02-03,0000000333
2010-02-03,0000000334
2010-02-03,0000000335
2010-02-03,0000000336
2010-02-03,0000000337
2010-02-03,0000000338
2010-02-03,0000000339
2010-02-04,0000000340
2010-02-04,0000000341
2010-02-04,0000000342
2010-02-04,0000000343
2010-02-04,0000000344
2010-02-04,0000000345
2010-02-04,0000000346
2010-02-04,0000000347
2010-02-04,0000000348
2010-02-04,0000000349
2010-02-04,0000000350
2010-02-05,0000000351
2010-02-05,0000000352
2010-02-05,0000000353
2010-02-05,0000000354
2010-02-05,0000000355
2010-02-05,0000000356
2010-02-05,0000000357
2010-02-05,0000000358
2010-02-05,0000000359
2010-02-05,0000000360
2010-02-05,0000000361
2010-02-06,0000000362
2010-02-06,0000000363
2010-02-06,0000000364
2010-02-06,0000000365
2010-02-06,0000000366
2010-02-06,0000000367
2010-02-06,0000000368
2010-02-06,0000000369
2010-02-07,0000000370
2010-02-07,0000000371
2010-02-07,0000000372
2010-02-07,0000000373
2010-02-07,0000000374
2010-02-07,0000000375
2010-02-08,0000000376
2010-02-08,0000000377
2010-02-08,0000000378
2010-02-08,0000000379
2010-02-08,0000000380
2010-02-08,0000000381
2010-02-08,0000000382
2010-02-08,0000000383
2010-02-08,0000000384
2010-02-08,0000000385
2010-02-08,0000000386
2010-02-08,0000000387
2010-02-08,0000000388
2010-02-09,0000000389
2010-02-09,0000000390
2010-02-09,0000000391
2010-02-09,0000000392
2010-02-09,0000000393
2010-02-09,0000000394
2010-02-09,0000000395
2010-02-09,0000000396
2010-02-09,0000000397
2010-02-09,0000000398
2010-02-10,0000000399
2010-02-10,0000000400
2010-02-10,0000000401
2010-02-10,0000000402
2010-02-10,0000000403
2010-02-10,0000000404
2010-02-10,0000000405
2010-02-10,0000000406
2010-02-11,0000000407
2010-02-11,0000000408
2010-02-11,0000000409
2010-02-11,0000000410
2010-02-11,0000000411
2010-02-11,0000000412
2010-02-11,0000000413
2010-02-11,0000000414
2010-02-11,0000000415
2010-02-11,0000000416
2010-02-11,0000000417
2010-02-11,0000000418
2010-02-12,0000000419
2010-02-12,0000000420
2010-02-12,0000000421
2010-02-12,0000000422
2010-02-12,0000000423
2010-02-12,0000000424
2010-02-12,0000000425
2010-02-13,0000000426
2010-02-13,0000000427
2010-02-13,0000000428
2010-02-13,0000000429
2010-02-13,0000000430
2010-02-13,0000000431
2010-02-13,0000000432
2010-02-13,0000000433
2010-02-13,0000000434
2010-02-14,0000000435
2010-02-14,0000000436
2010-02-14,0000000437
2010-02-14,0000000438
2010-02-14,0000000439
2010-02-14,0000000440
2010-02-14,0000000441
2010-02-14,0000000442
2010-02-15,0000000443
2010-02-15,0000000444
2010-02-15,0000000445
2010-02-15,0000000446
2010-02-15,0000000447
2010-02-15,0000000448
2010-02-15,0000000449
2010-02-16,0000000450
2010-02-16,0000000451
2010-02-16,0000000452
2010-02-16,0000000453
2010-02-16,0000000454
2010-02-16,0000000455
2010-02-16,0000000456
2010-02-16,0000000457
2010-02-16,0000000458
2010-02-16,0000000459
2010-02-16,0000000460
2010-02-16,0000000461
2010-02-16,0000000462
2010-02-16,0000000463
2010-02-16,0000000464
2010-02-17,0000000465
2010-02-17,0000000466
2010-02-17,0000000467
2010-02-17,0000000468
2010-02-17,0000000469
2010-02-17,0000000470
2010-02-18,0000000471
2010-02-18,0000000472
2010-02-18,0000000473
2010-02-18,0000000474
2010-02-18,0000000475
2010-02-18,0000000476
2010-02-18,0000000477
2010-02-19,0000000478
2010-02-19,0000000479
2010-02-19,0000000480
2010-02-19,0000000481
2010-02-19,0000000482
2010-02-19,0000000483
2010-02-19,0000000484
2010-02-19,0000000485
2010-02-19,0000000486
2010-02-20,0000000487
2010-02-20,0000000488
2010-02-20,0000000489
2010-02-20,0000000490
2010-02-20,0000000491
2010-02-20,0000000492
2010-02-20,0000000493
2010-02-20,0000000494
2010-02-20,0000000495
2010-02-20,0000000496
2010-02-20,0000000497
2010-02-20,0000000498
2010-02-21,0000000499
2010-02-21,0000000500
2010-02-21,0000000501
2010-02-21,0000000502
2010-02-21,0000000503
2010-02-21,0000000504
2010-02-21,0000000505
2010-02-21,0000000506
2010-02-22,0000000507
2010-02-22,0000000508
2010-02-22,0000000509
2010-02-22,0000000510
2010-02-22,0000000511
2010-02-22,0000000512
2010-02-22,0000000513
2010-02-23,0000000514
2010-02-23,0000000515
2010-02-23,0000000516
2010-02-23,0000000517
2010-02-23,0000000518
2010-02-23,0000000519
2010-02-23,0000000520
2010-02-23,0000000521
2010-02-23,0000000522
2010-02-24,0000000523
2010-02-24,0000000524
2010-02-24,0000000525
2010-02-24,0000000526
2010-02-24,0000000527
2010-02-24,0000000528
2010-02-24,0000000529
2010-02-24,0000000530
2010-02-24,0000000531
2010-02-24,0000000532
2010-02-24,0000000533
2010-02-24,0000000534
2010-02-24,0000000535
2010-02-24,0000000536
2010-02-24,0000000537
2010-02-24,0000000538
2010-02-25,0000000539
2010-02-25,0000000540
2010-02-25,0000000541
2010-02-25,0000000542
2010-02-25,0000000543
2010-02-25,0000000544
2010-02-25,0000000545
2010-02-25,0000000546
2010-02-25,0000000547
2010-02-25,0000000548
2010-02-25,0000000549
2010-02-26,0000000550
2010-02-26,0000000551
2010-02-26,0000000552
2010-02-26,0000000553
2010-02-26,0000000554
2010-02-26,0000000555
2010-02-26,0000000556
2010-02-26,0000000557
2010-02-26,0000000558
2010-02-26,0000000559
2010-02-26,0000000560
2010-02-26,0000000561
2010-02-26,0000000562
2010-02-26,0000000563
2010-02-27,0000000564
2010-02-27,0000000565
2010-02-27,0000000566
2010-02-27,0000000567
2010-02-27,0000000568
2010-02-27,0000000569
2010-02-27,0000000570
2010-02-27,0000000571
2010-02-27,0000000572
2010-02-27,0000000573
2010-02-27,0000000574
2010-02-28,0000000575
2010-02-28,0000000576
2010-02-28,0000000577
2010-02-28,0000000578
2010-03-01,0000000579
2010-03-01,0000000580
2010-03-01,0000000581
2010-03-01,0000000582
2010-03-01,0000000583
2010-03-01,0000000584
2010-03-01,0000000585
2010-03-01,0000000586
2010-03-01,0000000587
2010-03-01,0000000588
2010-03-01,0000000589
2010-03-01,0000000590
2010-03-02,0000000591
2010-03-02,0000000592
2010-03-02,0000000593
2010-03-02,0000000594
2010-03-02,0000000595
2010-03-02,0000000596
2010-03-02,0000000597
2010-03-02,0000000598
2010-03-02,0000000599
2010-03-02,0000000600
2010-03-02,0000000601
2010-03-03,0000000602
2010-03-03,0000000603
2010-03-03,0000000604
2010-03-03,0000000605
2010-03-03,0000000606
2010-03-03,0000000607
2010-03-03,0000000608
2010-03-03,0000000609
2010-03-03,0000000610
2010-03-03,0000000611
2010-03-03,0000000612
2010-03-03,0000000613
2010-03-03,0000000614
2010-03-03,0000000615
2010-03-03,0000000616
2010-03-03,0000000617
2010-03-03,0000000618
2010-03-04,0000000619
2010-03-04,0000000620
2010-03-04,0000000621
2010-03-04,0000000622
2010-03-04,0000000623
2010-03-04,0000000624
2010-03-04,0000000625
2010-03-04,0000000626
2010-03-05,0000000627
2010-03-05,0000000628
2010-03-05,0000000629
2010-03-05,0000000630
2010-03-05,0000000631
2010-03-05,0000000632
2010-03-05,0000000633
2010-03-05,0000000634
2010-03-05,0000000635
2010-03-05,0000000636
2010-03-05,0000000637
2010-03-06,0000000638
2010-03-06,0000000639
2010-03-06,0000000640
2010-03-06,0000000641
2010-03-06,0000000642
2010-03-07,0000000643
2010-03-07,0000000644
2010-03-07,0000000645
2010-03-07,0000000646
2010-03-07,0000000647
2010-03-07,0000000648
2010-03-07,0000000649
2010-03-07,0000000650
2010-03-07,0000000651
2010-03-08,0000000652
2010-03-08,0000000653
2010-03-08,0000000654
2010-03-08,0000000655
2010-03-08,0000000656
2010-03-08,0000000657
2010-03-08,0000000658
2010-03-08,0000000659
2010-03-08,0000000660
2010-03-08,0000000661
2010-03-08,0000000662
2010-03-09,0000000663
2010-03-09,0000000664
2010-03-09,0000000665
2010-03-09,0000000666
2010-03-09,0000000667
2010-03-09,0000000668
2010-03-09,0000000669
2010-03-09,0000000670
2010-03-09,0000000671
2010-03-09,0000000672
2010-03-10,0000000673
2010-03-10,0000000674
2010-03-10,0000000675
2010-03-10,0000000676
2010-03-10,0000000677
2010-03-11,0000000678
2010-03-11,0000000679
2010-03-11,0000000680
2010-03-11,0000000681
2010-03-11,0000000682
2010-03-11,0000000683
2010-03-11,0000000684
2010-03-11,0000000685
2010-03-11,0000000686
2010-03-11,0000000687
2010-03-11,0000000688
2010-03-11,0000000689
2010-03-11,0000000690
2010-03-11,0000000691
2010-03-12,0000000692
2010-03-12,0000000693
2010-03-12,0000000694
2010-03-12,0000000695
2010-03-12,0000000696
2010-03-12,0000000697
2010-03-12,0000000698
2010-03-12,0000000699
2010-03-12,0000000700
2010-03-12,0000000701
2010-03-13,0000000702
2010-03-13,0000000703
2010-03-13,0000000704
2010-03-13,0000000705
2010-03-13,0000000706
2010-03-13,0000000707
2010-03-13,0000000708
2010-03-13,0000000709
2010-03-13,0000000710
2010-03-13,0000000711
2010-03-13,0000000712
2010-03-13,0000000713
2010-03-13,0000000714
2010-03-13,0000000715
2010-03-13,0000000716
2010-03-14,0000000717
2010-03-14,0000000718
2010-03-14,0000000719
2010-03-14,0000000720
2010-03-14,0000000721
2010-03-14,0000000722
2010-03-14,0000000723
2010-03-14,0000000724
2010-03-14,0000000725
2010-03-14,0000000726
2010-03-15,0000000727
2010-03-15,0000000728
2010-03-15,0000000729
2010-03-15,0000000730
2010-03-15,0000000731
2010-03-15,0000000732
2010-03-15,0000000733
2010-03-15,0000000734
2010-03-15,0000000735
2010-03-15,0000000736
2010-03-15,0000000737
2010-03-16,0000000738
2010-03-16,0000000739
2010-03-16,0000000740
2010-03-16,0000000741
2010-03-17,0000000742
2010-03-17,0000000743
2010-03-17,0000000744
2010-03-17,0000000745
2010-03-17,0000000746
2010-03-17,0000000747
2010-03-17,0000000748
2010-03-17,0000000749
2010-03-17,0000000750
2010-03-17,0000000751
2010-03-18,0000000752
2010-03-18,0000000753
2010-03-18,0000000754
2010-03-18,0000000755
2010-03-18,0000000756
2010-03-18,0000000757
2010-03-18,0000000758
2010-03-18,0000000759
2010-03-18,0000000760
2010-03-18,0000000761
2010-03-18,0000000762
2010-03-18,0000000763
2010-03-18,0000000764
2010-03-19,0000000765
2010-03-19,0000000766
2010-03-19,0000000767
2010-03-19,0000000768
2010-03-19,0000000769
2010-03-19,0000000770
2010-03-19,0000000771
2010-03-19,0000000772
2010-03-19,0000000773
2010-03-19,0000000774
2010-03-20,0000000775
2010-03-20,0000000776
2010-03-20,0000000777
2010-03-20,0000000778
2010-03-20,0000000779
2010-03-20,0000000780
2010-03-20,0000000781
2010-03-20,0000000782
2010-03-21,0000000783
2010-03-21,0000000784
2010-03-21,0000000785
2010-03-21,0000000786
2010-03-21,0000000787
2010-03-21,0000000788
2010-03-21,0000000789
2010-03-21,0000000790
2010-03-21,0000000791
2010-03-21,0000000792
2010-03-22,0000000793
2010-03-22,0000000794
2010-03-22,0000000795
2010-03-22,0000000796
2010-03-22,0000000797
2010-03-22,0000000798
2010-03-22,0000000799
2010-03-22,0000000800
2010-03-22,0000000801
2010-03-22,0000000802
2010-03-22,0000000803
2010-03-22,0000000804
2010-03-22,0000000805
2010-03-22,0000000806
2010-03-22,0000000807
2010-03-23,0000000808
2010-03-23,0000000809
2010-03-23,0000000810
2010-03-23,0000000811
2010-03-23,0000000812
2010-03-23,0000000813
2010-03-23,0000000814
2010-03-23,0000000815
2010-03-23,0000000816
2010-03-23,0000000817
2010-03-23,0000000818
2010-03-23,0000000819
2010-03-24,0000000820
2010-03-24,0000000821
2010-03-24,0000000822
2010-03-24,0000000823
2010-03-24,0000000824
2010-03-24,0000000825
2010-03-24,0000000826
2010-03-24,0000000827
2010-03-25,0000000828
2010-03-25,0000000829
2010-03-25,0000000830
2010-03-25,0000000831
2010-03-25,0000000832
2010-03-25,0000000833
2010-03-25,0000000834
2010-03-25,0000000835
2010-03-25,0000000836
2010-03-25,0000000837
2010-03-25,0000000838
2010-03-25,0000000839
2010-03-25,0000000840
2010-03-26,0000000841
2010-03-26,0000000842
2010-03-26,0000000843
2010-03-26,0000000844
2010-03-26,0000000845
2010-03-26,0000000846
2010-03-27,0000000847
2010-03-27,0000000848
2010-03-27,0000000849
2010-03-27,0000000850
2010-03-27,0000000851
2010-03-27,0000000852
2010-03-27,0000000853
2010-03-28,0000000854
2010-03-28,0000000855
2010-03-28,0000000856
2010-03-28,0000000857
2010-03-28,0000000858
2010-03-28,0000000859
2010-03-28,0000000860
2010-03-28,0000000861
2010-03-29,0000000862
2010-03-29,0000000863
2010-03-29,0000000864
2010-03-29,0000000865
2010-03-29,0000000866
2010-03-29,0000000867
2010-03-30,0000000868
2010-03-30,0000000869
2010-03-30,0000000870
2010-03-30,0000000871
2010-03-30,0000000872
2010-03-30,0000000873
2010-03-30,0000000874
2010-03-30,0000000875
2010-03-30,0000000876
2010-03-30,0000000877
2010-03-30,0000000878
2010-03-30,0000000879
2010-03-30,0000000880
2010-03-30,0000000881
2010-03-30,0000000882
2010-03-31,0000000883
2010-03-31,0000000884
2010-03-31,0000000885
2010-03-31,0000000886
2010-03-31,0000000887
2010-03-31,0000000888
2010-03-31,0000000889
2010-03-31,0000000890
2010-03-31,0000000891
2010-03-31,0000000892
2010-04-01,0000000893
2010-04-01,0000000894
2010-04-01,0000000895
2010-04-01,0000000896
2010-04-01,0000000897
2010-04-01,0000000898
2010-04-01,0000000899
2010-04-01,0000000900
2010-04-01,0000000901
2010-04-01,0000000902
2010-04-01,0000000903
2010-04-01,0000000904
2010-04-01,0000000905
2010-04-01,0000000906
2010-04-02,0000000907
2010-04-02,0000000908
2010-04-02,0000000909
2010-04-02,0000000910
2010-04-02,0000000911
2010-04-02,0000000912
2010-04-02,0000000913
2010-04-02,0000000914
2010-04-02,0000000915
2010-04-02,0000000916
2010-04-02,0000000917
2010-04-02,0000000918
2010-04-02,0000000919
2010-04-02,0000000920
2010-04-02,0000000921
2010-04-02,0000000922
2010-04-03,0000000923
2010-04-03,0000000924
2010-04-03,0000000925
2010-04-03,0000000926
2010-04-03,0000000927
2010-04-03,0000000928
2010-04-03,0000000929
2010-04-03,0000000930
2010-04-03,0000000931
2010-04-04,0000000932
2010-04-04,0000000933
2010-04-04,0000000934
2010-04-04,0000000935
2010-04-04,0000000936
2010-04-04,0000000937
2010-04-04,0000000938
2010-04-04,0000000939
2010-04-04,0000000940
2010-04-05,0000000941
2010-04-05,0000000942
2010-04-05,0000000943
2010-04-05,0000000944
2010-04-05,0000000945
2010-04-05,0000000946
2010-04-05,0000000947
2010-04-05,0000000948
2010-04-06,0000000949
2010-04-06,0000000950
2010-04-06,0000000951
2010-04-06,0000000952
2010-04-06,0000000953
2010-04-06,0000000954
2010-04-06,0000000955
2010-04-06,0000000956
2010-04-06,0000000957
2010-04-07,0000000958
2010-04-07,0000000959
2010-04-07,0000000960
2010-04-07,0000000961
2010-04-07,0000000962
2010-04-07,0000000963
2010-04-07,0000000964
2010-04-07,0000000965
2010-04-07,0000000966
2010-04-07,0000000967
2010-04-07,0000000968
2010-04-07,0000000969
2010-04-07,0000000970
2010-04-07,0000000971
2010-04-07,0000000972
2010-04-07,0000000973
2010-04-07,0000000974
2010-04-07,0000000975
2010-04-07,0000000976
2010-04-08,0000000977
2010-04-08,0000000978
2010-04-08,0000000979
2010-04-08,0000000980
2010-04-08,0000000981
2010-04-08,0000000982
2010-04-08,0000000983
2010-04-08,0000000984
2010-04-08,0000000985
2010-04-08,0000000986
2010-04-08,0000000987
2010-04-08,0000000988
2010-04-09,0000000989
2010-04-09,0000000990
2010-04-09,0000000991
2010-04-09,0000000992
2010-04-09,0000000993
2010-04-09,0000000994
2010-04-09,0000000995
2010-04-09,0000000996
2010-04-09,0000000997
2010-04-10,0000000998
2010-04-10,0000000999
2010-04-10,0000001000
2010-04-10,0000001001
2010-04-10,0000001002
2010-04-10,0000001003
2010-04-10,0000001004
2010-04-10,0000001005
2010-04-10,0000001006
2010-04-10,0000001007
2010-04-10,0000001008
2010-04-10,0000001009
2010-04-10,0000001010
2010-04-10,0000001011
2010-04-10,0000001012
2010-04-11,0000001013
2010-04-11,0000001014
2010-04-11,0000001015
2010-04-11,0000001016
2010-04-11,0000001017
2010-04-12,0000001018
2010-04-12,0000001019
2010-04-12,0000001020
2010-04-12,0000001021
2010-04-12,0000001022
2010-04-12,0000001023
2010-04-12,0000001024
2010-04-12,0000001025
2010-04-12,0000001026
2010-04-12,0000001027
2010-04-12,0000001028
2010-04-12,0000001029
2010-04-12,0000001030
2010-04-13,0000001031
2010-04-13,0000001032
2010-04-13,0000001033
2010-04-13,0000001034
2010-04-13,0000001035
2010-04-13,0000001036
2010-04-14,0000001037
2010-04-14,0000001038
2010-04-14,0000001039
2010-04-14,0000001040
2010-04-14,0000001041
2010-04-14,0000001042
2010-04-14,0000001043
2010-04-14,0000001044
2010-04-14,0000001045
2010-04-14,0000001046
2010-04-14,0000001047
2010-04-15,0000001048
2010-04-15,0000001049
2010-04-15,0000001050
2010-04-15,0000001051
2010-04-15,0000001052
2010-04-15,0000001053
2010-04-15,0000001054
2010-04-15,0000001055
2010-04-15,0000001056
2010-04-15,0000001057
2010-04-15,0000001058
2010-04-15,0000001059
2010-04-15,0000001060
2010-04-15,0000001061
2010-04-16,0000001062
2010-04-16,0000001063
2010-04-16,0000001064
2010-04-16,0000001065
2010-04-16,0000001066
2010-04-16,0000001067
2010-04-16,0000001068
2010-04-16,0000001069
2010-04-16,0000001070
2010-04-16,0000001071
2010-04-16,0000001072
2010-04-16,0000001073
2010-04-17,0000001074
2010-04-17,0000001075
2010-04-17,0000001076
2010-04-17,0000001077
2010-04-17,0000001078
2010-04-17,0000001079
2010-04-18,0000001080
2010-04-18,0000001081
2010-04-18,0000001082
2010-04-18,0000001083
2010-04-19,0000001084
2010-04-19,0000001085
2010-04-19,0000001086
2010-04-19,0000001087
2010-04-19,0000001088
2010-04-19,0000001089
2010-04-19,0000001090
2010-04-19,0000001091
2010-04-19,0000001092
2010-04-19,0000001093
2010-04-19,0000001094
2010-04-19,0000001095
2010-04-19,0000001096
2010-04-20,0000001097
2010-04-20,0000001098
2010-04-20,0000001099
2010-04-20,0000001100
2010-04-20,0000001101
2010-04-20,0000001102
2010-04-20,0000001103
2010-04-20,0000001104
2010-04-20,0000001105
2010-04-20,0000001106
2010-04-20,0000001107
2010-04-20,0000001108
2010-04-20,0000001109
2010-04-20,0000001110
2010-04-20,0000001111
2010-04-21,0000001112
2010-04-21,0000001113
2010-04-21,0000001114
2010-04-21,0000001115
2010-04-21,0000001116
2010-04-21,0000001117
2010-04-21,0000001118
2010-04-21,0000001119
2010-04-21,0000001120
2010-04-21,0000001121
2010-04-21,0000001122
2010-04-21,0000001123
2010-04-21,0000001124
2010-04-21,0000001125
2010-04-21,0000001126
2010-04-22,0000001127
2010-04-22,0000001128
2010-04-22,0000001129
2010-04-22,0000001130
2010-04-22,0000001131
2010-04-23,0000001132
2010-04-23,0000001133
2010-04-23,0000001134
2010-04-23,0000001135
2010-04-23,0000001136
2010-04-23,0000001137
2010-04-23,0000001138
2010-04-23,0000001139
2010-04-23,0000001140
2010-04-23,0000001141
2010-04-23,0000001142
2010-04-23,0000001143
2010-04-23,0000001144
2010-04-23,0000001145
2010-04-23,0000001146
2010-04-24,0000001147
2010-04-24,0000001148
2010-04-24,0000001149
2010-04-24,0000001150
2010-04-24,0000001151
2010-04-24,0000001152
2010-04-24,0000001153
2010-04-24,0000001154
2010-04-24,0000001155
2010-04-24,0000001156
2010-04-24,0000001157
2010-04-25,0000001158
2010-04-25,0000001159
2010-04-25,0000001160
2010-04-25,0000001161
2010-04-25,0000001162
2010-04-25,0000001163
2010-04-25,0000001164
2010-04-25,0000001165
